#      time  integrated_mags
#     [Myr]    [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]
    42.0000    -5.88  -7.39  -6.96  -6.11  -6.00  -5.87  -5.95  -5.99  -6.15  -5.81  -5.50  -5.25  -5.16 -10.17  -8.41 -10.46 -10.41 -10.50
   660.0000    -4.44  -3.45  -3.83  -4.05  -4.20  -4.44  -2.27  -3.20  -4.20  -4.15  -4.02  -3.92  -3.91  -8.41  -6.93  -8.51  -3.32  -6.10
   998.0000    -4.07  -2.56  -3.24  -3.38  -3.68  -4.07  -1.51  -2.55  -3.61  -3.69  -3.64  -3.56  -3.55  -7.93  -6.55  -7.96  -0.32  -4.96
   210.0000    -5.17  -5.58  -5.44  -5.18  -5.15  -5.17  -4.22  -4.69  -5.25  -5.01  -4.77  -4.59  -4.54  -9.33  -7.69  -9.54  -8.16  -8.57
   174.0000    -5.14  -5.64  -5.49  -5.17  -5.14  -5.14  -4.28  -4.70  -5.24  -5.00  -4.75  -4.56  -4.51  -9.32  -7.66  -9.53  -8.20  -8.63
   459.0000    -4.59  -4.06  -4.24  -4.37  -4.45  -4.59  -2.80  -3.61  -4.49  -4.36  -4.18  -4.05  -4.03  -8.64  -7.10  -8.78  -5.54  -6.87
   366.0000    -4.67  -4.36  -4.45  -4.52  -4.56  -4.67  -3.07  -3.80  -4.62  -4.46  -4.27  -4.12  -4.10  -8.76  -7.18  -8.91  -6.24  -7.21
    99.0000    -5.62  -6.57  -6.30  -5.75  -5.67  -5.62  -5.18  -5.44  -5.80  -5.51  -5.23  -5.02  -4.94  -9.85  -8.14 -10.10  -9.31  -9.60
   163.0000    -5.10  -5.61  -5.46  -5.12  -5.09  -5.10  -4.25  -4.66  -5.19  -4.95  -4.70  -4.52  -4.46  -9.27  -7.62  -9.48  -8.20  -8.61
   183.0000    -5.17  -5.62  -5.48  -5.19  -5.16  -5.17  -4.27  -4.71  -5.26  -5.02  -4.77  -4.59  -4.54  -9.34  -7.69  -9.55  -8.18  -8.62
   890.0000    -4.15  -2.78  -3.37  -3.55  -3.80  -4.15  -1.69  -2.70  -3.75  -3.80  -3.72  -3.64  -3.62  -8.04  -6.63  -8.09  -1.10  -5.25
    21.0000    -5.85  -7.60  -7.10  -6.12  -5.99  -5.84  -6.14  -6.09  -6.15  -5.79  -5.47  -5.21  -5.11 -10.17  -8.39 -10.47 -10.77 -10.76
   130.0000    -5.26  -5.94  -5.74  -5.32  -5.28  -5.26  -4.57  -4.92  -5.39  -5.13  -4.87  -4.67  -4.61  -9.46  -7.78  -9.68  -8.59  -8.95
   894.0000    -4.14  -2.75  -3.35  -3.52  -3.78  -4.14  -1.66  -2.68  -3.73  -3.78  -3.71  -3.63  -3.61  -8.02  -6.62  -8.07  -1.01  -5.21
   258.0000    -5.03  -5.18  -5.12  -5.00  -4.99  -5.04  -3.85  -4.42  -5.08  -4.86  -4.63  -4.47  -4.43  -9.17  -7.55  -9.36  -7.58  -8.14
   902.0000    -4.16  -2.76  -3.37  -3.54  -3.80  -4.16  -1.68  -2.70  -3.75  -3.80  -3.73  -3.65  -3.63  -8.05  -6.64  -8.09  -0.97  -5.22
   350.0000    -4.71  -4.44  -4.52  -4.57  -4.61  -4.71  -3.15  -3.86  -4.67  -4.50  -4.30  -4.16  -4.13  -8.80  -7.22  -8.96  -6.41  -7.31
   262.0000    -5.02  -5.13  -5.08  -4.98  -4.97  -5.02  -3.80  -4.39  -5.06  -4.85  -4.62  -4.46  -4.42  -9.16  -7.54  -9.35  -7.51  -8.08
   410.0000    -4.59  -4.17  -4.30  -4.40  -4.46  -4.59  -2.90  -3.66  -4.51  -4.37  -4.18  -4.05  -4.02  -8.66  -7.10  -8.80  -5.88  -7.00
    44.0000    -5.93  -7.43  -7.01  -6.17  -6.05  -5.93  -6.00  -6.05  -6.21  -5.87  -5.55  -5.31  -5.22 -10.23  -8.47 -10.52 -10.44 -10.54
   710.0000    -4.43  -3.33  -3.77  -3.99  -4.16  -4.43  -2.17  -3.13  -4.16  -4.12  -4.01  -3.91  -3.90  -8.38  -6.92  -8.47  -2.76  -5.94
   918.0000    -4.15  -2.73  -3.35  -3.52  -3.79  -4.15  -1.65  -2.68  -3.73  -3.79  -3.72  -3.64  -3.62  -8.03  -6.63  -8.08  -0.85  -5.18
    77.0000    -5.64  -6.80  -6.47  -5.80  -5.71  -5.64  -5.39  -5.56  -5.85  -5.54  -5.25  -5.03  -4.95  -9.89  -8.17 -10.15  -9.66  -9.86
   211.0000    -5.17  -5.58  -5.45  -5.19  -5.15  -5.17  -4.22  -4.69  -5.26  -5.02  -4.78  -4.60  -4.55  -9.34  -7.69  -9.54  -8.16  -8.58
   166.0000    -5.11  -5.62  -5.47  -5.14  -5.11  -5.11  -4.26  -4.68  -5.21  -4.96  -4.72  -4.53  -4.48  -9.29  -7.63  -9.50  -8.20  -8.62
   189.0000    -5.19  -5.64  -5.50  -5.22  -5.18  -5.19  -4.29  -4.73  -5.29  -5.04  -4.79  -4.61  -4.56  -9.36  -7.71  -9.57  -8.19  -8.63
    85.0000    -5.72  -6.84  -6.53  -5.88  -5.79  -5.71  -5.44  -5.63  -5.93  -5.62  -5.33  -5.11  -5.03  -9.97  -8.25 -10.23  -9.67  -9.90
   730.0000    -4.37  -3.25  -3.70  -3.92  -4.10  -4.37  -2.10  -3.06  -4.09  -4.06  -3.95  -3.85  -3.84  -8.32  -6.86  -8.41  -2.56  -5.85
   677.0000    -4.41  -3.40  -3.79  -4.00  -4.16  -4.41  -2.22  -3.16  -4.16  -4.11  -3.99  -3.89  -3.87  -8.38  -6.90  -8.47  -3.13  -6.04
    17.0000    -6.15  -8.10  -7.56  -6.48  -6.33  -6.15  -6.63  -6.52  -6.50  -6.12  -5.78  -5.51  -5.40 -10.51  -8.70 -10.83 -11.33 -11.28
   957.0000    -4.09  -2.63  -3.28  -3.43  -3.72  -4.09  -1.56  -2.60  -3.65  -3.72  -3.67  -3.58  -3.57  -7.96  -6.57  -8.00  -0.61  -5.06
   341.0000    -4.74  -4.52  -4.58  -4.62  -4.65  -4.75  -3.22  -3.92  -4.72  -4.54  -4.34  -4.19  -4.16  -8.84  -7.25  -9.00  -6.54  -7.40
   955.0000    -4.09  -2.63  -3.28  -3.43  -3.72  -4.09  -1.56  -2.60  -3.65  -3.72  -3.67  -3.58  -3.57  -7.96  -6.57  -8.00  -0.61  -5.06
   888.0000    -4.15  -2.78  -3.37  -3.55  -3.80  -4.15  -1.69  -2.70  -3.75  -3.80  -3.72  -3.64  -3.62  -8.04  -6.63  -8.09  -1.10  -5.25
   352.0000    -4.72  -4.46  -4.53  -4.58  -4.62  -4.72  -3.16  -3.88  -4.68  -4.51  -4.31  -4.17  -4.14  -8.81  -7.23  -8.97  -6.42  -7.33
    64.0000    -5.66  -6.92  -6.56  -5.84  -5.75  -5.66  -5.50  -5.64  -5.89  -5.57  -5.28  -5.05  -4.97  -9.93  -8.19 -10.19  -9.83 -10.00
   666.0000    -4.48  -3.46  -3.86  -4.08  -4.23  -4.48  -2.29  -3.23  -4.24  -4.18  -4.06  -3.95  -3.94  -8.45  -6.97  -8.55  -3.24  -6.11
   115.0000    -5.33  -6.10  -5.88  -5.42  -5.36  -5.33  -4.72  -5.04  -5.48  -5.21  -4.94  -4.74  -4.68  -9.54  -7.86  -9.77  -8.78  -9.12
   741.0000    -4.31  -3.18  -3.64  -3.85  -4.03  -4.31  -2.03  -3.00  -4.02  -4.00  -3.89  -3.80  -3.78  -8.26  -6.80  -8.34  -2.47  -5.78
   578.0000    -4.47  -3.66  -3.95  -4.13  -4.25  -4.47  -2.44  -3.32  -4.27  -4.19  -4.05  -3.94  -3.92  -8.46  -6.96  -8.58  -4.26  -6.38
   881.0000    -4.20  -2.83  -3.42  -3.60  -3.86  -4.20  -1.74  -2.76  -3.81  -3.85  -3.78  -3.69  -3.68  -8.10  -6.69  -8.15  -1.15  -5.30
   875.0000    -4.20  -2.83  -3.42  -3.60  -3.85  -4.20  -1.74  -2.76  -3.81  -3.85  -3.77  -3.69  -3.67  -8.09  -6.68  -8.15  -1.18  -5.31
   781.0000    -4.30  -3.08  -3.59  -3.79  -4.00  -4.30  -1.95  -2.94  -3.98  -3.97  -3.88  -3.78  -3.77  -8.23  -6.79  -8.30  -2.02  -5.64
   544.0000    -4.55  -3.81  -4.07  -4.25  -4.35  -4.55  -2.59  -3.44  -4.38  -4.28  -4.13  -4.01  -4.00  -8.56  -7.04  -8.68  -4.70  -6.56
   832.0000    -4.26  -2.97  -3.52  -3.71  -3.94  -4.26  -1.86  -2.86  -3.91  -3.92  -3.84  -3.75  -3.74  -8.17  -6.75  -8.24  -1.59  -5.48
   589.0000    -4.46  -3.64  -3.94  -4.13  -4.24  -4.46  -2.43  -3.31  -4.27  -4.18  -4.05  -3.94  -3.92  -8.46  -6.96  -8.57  -4.17  -6.35
   456.0000    -4.63  -4.09  -4.27  -4.41  -4.48  -4.63  -2.83  -3.64  -4.53  -4.39  -4.22  -4.09  -4.07  -8.68  -7.13  -8.82  -5.52  -6.89
     9.0000    -6.47  -8.74  -8.12  -6.87  -6.69  -6.46  -7.25  -7.04  -6.88  -6.46  -6.10  -5.80  -5.68 -10.87  -9.02 -11.22 -12.14 -11.99
   177.0000    -5.16  -5.64  -5.49  -5.18  -5.15  -5.16  -4.28  -4.71  -5.25  -5.01  -4.76  -4.58  -4.52  -9.33  -7.68  -9.54  -8.21  -8.63
   999.0000    -4.07  -2.56  -3.24  -3.38  -3.68  -4.07  -1.51  -2.55  -3.61  -3.69  -3.64  -3.56  -3.55  -7.93  -6.55  -7.96  -0.32  -4.96
   853.0000    -4.20  -2.88  -3.44  -3.63  -3.87  -4.20  -1.77  -2.78  -3.83  -3.86  -3.78  -3.69  -3.68  -8.11  -6.69  -8.16  -1.37  -5.37
   484.0000    -4.60  -4.01  -4.21  -4.36  -4.44  -4.60  -2.76  -3.58  -4.48  -4.36  -4.19  -4.06  -4.05  -8.64  -7.10  -8.78  -5.31  -6.80
   963.0000    -4.10  -2.64  -3.29  -3.44  -3.73  -4.10  -1.57  -2.61  -3.66  -3.73  -3.68  -3.59  -3.58  -7.97  -6.58  -8.01  -0.57  -5.05
   895.0000    -4.14  -2.75  -3.35  -3.52  -3.78  -4.14  -1.66  -2.68  -3.73  -3.78  -3.71  -3.63  -3.61  -8.02  -6.62  -8.07  -1.00  -5.21
   627.0000    -4.52  -3.60  -3.95  -4.16  -4.29  -4.52  -2.40  -3.32  -4.31  -4.24  -4.10  -4.00  -3.98  -8.51  -7.02  -8.61  -3.73  -6.28
   943.0000    -4.12  -2.67  -3.31  -3.47  -3.75  -4.12  -1.60  -2.63  -3.69  -3.75  -3.69  -3.61  -3.59  -7.99  -6.60  -8.04  -0.69  -5.10
   533.0000    -4.59  -3.88  -4.13  -4.31  -4.40  -4.59  -2.65  -3.50  -4.44  -4.33  -4.17  -4.06  -4.04  -8.61  -7.09  -8.74  -4.86  -6.63
   257.0000    -5.03  -5.18  -5.12  -5.00  -4.98  -5.03  -3.84  -4.42  -5.08  -4.86  -4.63  -4.47  -4.42  -9.17  -7.55  -9.36  -7.59  -8.14
   976.0000    -4.08  -2.60  -3.26  -3.41  -3.70  -4.08  -1.53  -2.58  -3.63  -3.71  -3.65  -3.57  -3.56  -7.95  -6.56  -7.98  -0.46  -5.01
   822.0000    -4.29  -3.00  -3.54  -3.74  -3.97  -4.29  -1.89  -2.89  -3.94  -3.95  -3.86  -3.77  -3.76  -8.20  -6.77  -8.27  -1.66  -5.52
   602.0000    -4.50  -3.64  -3.96  -4.15  -4.27  -4.50  -2.43  -3.33  -4.29  -4.21  -4.08  -3.97  -3.95  -8.49  -6.99  -8.60  -4.05  -6.34
   777.0000    -4.29  -3.09  -3.58  -3.79  -3.99  -4.29  -1.95  -2.93  -3.97  -3.96  -3.87  -3.77  -3.76  -8.22  -6.78  -8.29  -2.07  -5.64
   924.0000    -4.15  -2.73  -3.35  -3.52  -3.79  -4.15  -1.65  -2.68  -3.73  -3.79  -3.73  -3.64  -3.63  -8.03  -6.64  -8.08  -0.83  -5.17
   966.0000    -4.07  -2.60  -3.26  -3.41  -3.69  -4.07  -1.54  -2.58  -3.63  -3.70  -3.65  -3.57  -3.55  -7.94  -6.55  -7.98  -0.53  -5.02
   985.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.71  -3.66  -3.58  -3.56  -7.95  -6.57  -7.99  -0.41  -4.99
   941.0000    -4.11  -2.67  -3.30  -3.46  -3.74  -4.11  -1.59  -2.63  -3.68  -3.75  -3.69  -3.60  -3.59  -7.99  -6.59  -8.03  -0.68  -5.10
   388.0000    -4.59  -4.22  -4.33  -4.41  -4.46  -4.59  -2.94  -3.68  -4.52  -4.37  -4.18  -4.04  -4.02  -8.66  -7.09  -8.81  -6.03  -7.07
   939.0000    -4.11  -2.67  -3.30  -3.46  -3.74  -4.11  -1.59  -2.63  -3.68  -3.74  -3.68  -3.60  -3.58  -7.98  -6.59  -8.03  -0.68  -5.10
    81.0000    -5.58  -6.70  -6.39  -5.74  -5.65  -5.58  -5.29  -5.48  -5.79  -5.48  -5.20  -4.98  -4.90  -9.83  -8.11 -10.09  -9.54  -9.76
   148.0000    -5.20  -5.78  -5.61  -5.24  -5.20  -5.20  -4.42  -4.81  -5.31  -5.06  -4.80  -4.62  -4.56  -9.39  -7.72  -9.60  -8.39  -8.78
   305.0000    -4.87  -4.79  -4.80  -4.79  -4.80  -4.87  -3.48  -4.13  -4.88  -4.68  -4.47  -4.32  -4.28  -8.99  -7.39  -9.16  -6.98  -7.70
   408.0000    -4.59  -4.17  -4.30  -4.40  -4.46  -4.59  -2.90  -3.66  -4.51  -4.36  -4.18  -4.04  -4.02  -8.65  -7.09  -8.80  -5.89  -7.00
   379.0000    -4.72  -4.36  -4.47  -4.56  -4.60  -4.72  -3.08  -3.83  -4.66  -4.50  -4.31  -4.17  -4.14  -8.80  -7.22  -8.95  -6.17  -7.21
   949.0000    -4.09  -2.64  -3.28  -3.43  -3.72  -4.09  -1.56  -2.60  -3.65  -3.72  -3.66  -3.58  -3.56  -7.96  -6.57  -8.00  -0.63  -5.06
   662.0000    -4.45  -3.44  -3.83  -4.05  -4.20  -4.45  -2.27  -3.20  -4.21  -4.15  -4.03  -3.93  -3.91  -8.42  -6.94  -8.52  -3.28  -6.09
   817.0000    -4.28  -3.01  -3.54  -3.74  -3.97  -4.28  -1.89  -2.89  -3.93  -3.95  -3.86  -3.77  -3.75  -8.20  -6.77  -8.26  -1.73  -5.53
   504.0000    -4.58  -3.93  -4.16  -4.32  -4.40  -4.58  -2.69  -3.53  -4.44  -4.32  -4.16  -4.04  -4.02  -8.61  -7.07  -8.74  -5.10  -6.71
   594.0000    -4.48  -3.65  -3.96  -4.14  -4.26  -4.48  -2.44  -3.32  -4.28  -4.20  -4.06  -3.95  -3.94  -8.48  -6.98  -8.59  -4.15  -6.36
   407.0000    -4.59  -4.17  -4.30  -4.40  -4.46  -4.59  -2.90  -3.66  -4.51  -4.36  -4.18  -4.04  -4.02  -8.65  -7.09  -8.80  -5.89  -7.00
   930.0000    -4.13  -2.70  -3.33  -3.49  -3.77  -4.13  -1.62  -2.66  -3.71  -3.77  -3.71  -3.62  -3.61  -8.01  -6.62  -8.06  -0.77  -5.14
   382.0000    -4.63  -4.26  -4.37  -4.45  -4.51  -4.63  -2.98  -3.73  -4.56  -4.41  -4.22  -4.08  -4.06  -8.70  -7.13  -8.85  -6.07  -7.11
   273.0000    -5.01  -5.09  -5.05  -4.96  -4.95  -5.01  -3.76  -4.36  -5.04  -4.83  -4.61  -4.44  -4.40  -9.14  -7.52  -9.32  -7.42  -8.03
   877.0000    -4.20  -2.83  -3.42  -3.60  -3.85  -4.20  -1.74  -2.76  -3.81  -3.85  -3.77  -3.69  -3.67  -8.09  -6.68  -8.15  -1.18  -5.31
   512.0000    -4.56  -3.90  -4.13  -4.29  -4.38  -4.56  -2.66  -3.50  -4.41  -4.30  -4.14  -4.02  -4.00  -8.58  -7.05  -8.71  -5.00  -6.67
   622.0000    -4.52  -3.60  -3.95  -4.16  -4.29  -4.52  -2.41  -3.32  -4.30  -4.23  -4.10  -3.99  -3.98  -8.50  -7.01  -8.61  -3.77  -6.29
   599.0000    -4.49  -3.65  -3.96  -4.15  -4.27  -4.49  -2.44  -3.33  -4.29  -4.20  -4.07  -3.96  -3.94  -8.48  -6.98  -8.59  -4.12  -6.36
    28.0000    -6.06  -7.82  -7.33  -6.35  -6.21  -6.06  -6.36  -6.32  -6.37  -6.01  -5.68  -5.42  -5.32 -10.39  -8.60 -10.69 -10.96 -10.97
   579.0000    -4.47  -3.66  -3.95  -4.13  -4.25  -4.47  -2.44  -3.32  -4.27  -4.19  -4.05  -3.94  -3.92  -8.46  -6.96  -8.58  -4.26  -6.38
   634.0000    -4.50  -3.57  -3.92  -4.14  -4.27  -4.50  -2.37  -3.29  -4.28  -4.21  -4.08  -3.98  -3.96  -8.48  -6.99  -8.59  -3.67  -6.24
   428.0000    -4.57  -4.10  -4.25  -4.36  -4.43  -4.57  -2.83  -3.61  -4.48  -4.34  -4.16  -4.02  -4.00  -8.63  -7.07  -8.77  -5.72  -6.92
    18.0000    -6.22  -8.16  -7.62  -6.54  -6.40  -6.22  -6.69  -6.59  -6.57  -6.19  -5.85  -5.57  -5.46 -10.58  -8.76 -10.89 -11.36 -11.33
   906.0000    -4.17  -2.76  -3.38  -3.55  -3.81  -4.17  -1.68  -2.71  -3.76  -3.81  -3.74  -3.66  -3.64  -8.05  -6.65  -8.10  -0.94  -5.22
   860.0000    -4.21  -2.87  -3.44  -3.63  -3.88  -4.21  -1.77  -2.78  -3.83  -3.87  -3.79  -3.70  -3.69  -8.11  -6.70  -8.17  -1.30  -5.35
   112.0000    -5.37  -6.16  -5.93  -5.46  -5.40  -5.37  -4.78  -5.09  -5.52  -5.24  -4.98  -4.78  -4.71  -9.58  -7.89  -9.81  -8.84  -9.18
   509.0000    -4.52  -3.87  -4.10  -4.25  -4.34  -4.52  -2.63  -3.46  -4.38  -4.26  -4.10  -3.98  -3.97  -8.54  -7.02  -8.67  -5.02  -6.64
   197.0000    -5.17  -5.61  -5.47  -5.19  -5.16  -5.17  -4.25  -4.70  -5.26  -5.02  -4.77  -4.59  -4.54  -9.34  -7.69  -9.55  -8.17  -8.60
   861.0000    -4.21  -2.87  -3.44  -3.63  -3.88  -4.22  -1.77  -2.78  -3.83  -3.87  -3.79  -3.70  -3.69  -8.11  -6.70  -8.17  -1.30  -5.35
   399.0000    -4.60  -4.20  -4.32  -4.42  -4.48  -4.60  -2.92  -3.68  -4.53  -4.38  -4.19  -4.06  -4.03  -8.67  -7.11  -8.82  -5.94  -7.03
   335.0000    -4.87  -4.67  -4.72  -4.76  -4.78  -4.87  -3.37  -4.07  -4.86  -4.67  -4.46  -4.31  -4.28  -8.97  -7.38  -9.14  -6.71  -7.56
   775.0000    -4.26  -3.05  -3.55  -3.75  -3.96  -4.26  -1.92  -2.90  -3.93  -3.93  -3.83  -3.74  -3.73  -8.18  -6.74  -8.26  -2.03  -5.61
   537.0000    -4.53  -3.82  -4.07  -4.24  -4.34  -4.53  -2.59  -3.44  -4.37  -4.27  -4.12  -4.00  -3.98  -8.55  -7.03  -8.67  -4.79  -6.57
   435.0000    -4.58  -4.08  -4.25  -4.37  -4.44  -4.58  -2.82  -3.61  -4.49  -4.35  -4.17  -4.04  -4.02  -8.64  -7.08  -8.78  -5.63  -6.89
   574.0000    -4.44  -3.65  -3.94  -4.11  -4.22  -4.44  -2.43  -3.30  -4.24  -4.16  -4.02  -3.91  -3.89  -8.43  -6.93  -8.55  -4.37  -6.38
   343.0000    -4.77  -4.52  -4.59  -4.64  -4.67  -4.77  -3.22  -3.94  -4.74  -4.56  -4.36  -4.22  -4.19  -8.86  -7.28  -9.02  -6.49  -7.39
   958.0000    -4.09  -2.63  -3.28  -3.43  -3.72  -4.09  -1.56  -2.60  -3.65  -3.72  -3.67  -3.58  -3.57  -7.96  -6.57  -8.00  -0.61  -5.06
   144.0000    -5.18  -5.77  -5.60  -5.22  -5.18  -5.17  -4.41  -4.79  -5.29  -5.03  -4.78  -4.59  -4.53  -9.36  -7.70  -9.58  -8.39  -8.78
   375.0000    -4.69  -4.35  -4.45  -4.54  -4.58  -4.70  -3.07  -3.81  -4.64  -4.48  -4.29  -4.15  -4.12  -8.77  -7.20  -8.93  -6.19  -7.20
   473.0000    -4.54  -3.96  -4.16  -4.30  -4.38  -4.54  -2.71  -3.52  -4.42  -4.29  -4.12  -4.00  -3.98  -8.58  -7.04  -8.71  -5.36  -6.76
   864.0000    -4.22  -2.88  -3.45  -3.64  -3.88  -4.22  -1.77  -2.79  -3.84  -3.87  -3.79  -3.70  -3.69  -8.12  -6.70  -8.17  -1.31  -5.36
   235.0000    -5.12  -5.40  -5.30  -5.11  -5.09  -5.12  -4.05  -4.57  -5.18  -4.96  -4.72  -4.55  -4.51  -9.28  -7.64  -9.47  -7.92  -8.38
   100.0000    -5.64  -6.58  -6.32  -5.77  -5.69  -5.64  -5.19  -5.46  -5.82  -5.53  -5.25  -5.04  -4.96  -9.87  -8.16 -10.12  -9.31  -9.61
   723.0000    -4.36  -3.24  -3.69  -3.90  -4.09  -4.36  -2.09  -3.05  -4.07  -4.05  -3.94  -3.84  -3.83  -8.31  -6.85  -8.39  -2.59  -5.84
   892.0000    -4.14  -2.75  -3.35  -3.52  -3.78  -4.14  -1.66  -2.68  -3.73  -3.78  -3.71  -3.62  -3.61  -8.02  -6.62  -8.07  -1.03  -5.21
    52.0000    -5.94  -7.33  -6.95  -6.15  -6.05  -5.93  -5.91  -6.00  -6.19  -5.86  -5.55  -5.31  -5.23 -10.22  -8.47 -10.50 -10.28 -10.43
   874.0000    -4.20  -2.83  -3.42  -3.60  -3.85  -4.20  -1.74  -2.76  -3.81  -3.85  -3.77  -3.69  -3.67  -8.09  -6.68  -8.15  -1.18  -5.31
   644.0000    -4.46  -3.51  -3.87  -4.08  -4.22  -4.46  -2.32  -3.24  -4.23  -4.17  -4.04  -3.93  -3.92  -8.44  -6.95  -8.54  -3.57  -6.18
    37.0000    -5.96  -7.53  -7.09  -6.21  -6.09  -5.96  -6.09  -6.12  -6.25  -5.90  -5.58  -5.33  -5.24 -10.27  -8.50 -10.56 -10.57 -10.65
   415.0000    -4.60  -4.16  -4.31  -4.41  -4.47  -4.60  -2.89  -3.66  -4.52  -4.38  -4.19  -4.06  -4.03  -8.67  -7.11  -8.81  -5.84  -6.99
   717.0000    -4.44  -3.33  -3.77  -4.00  -4.17  -4.44  -2.17  -3.14  -4.17  -4.13  -4.02  -3.92  -3.91  -8.39  -6.93  -8.48  -2.72  -5.93
   639.0000    -4.48  -3.54  -3.89  -4.11  -4.24  -4.48  -2.35  -3.27  -4.26  -4.19  -4.06  -3.95  -3.94  -8.46  -6.97  -8.56  -3.60  -6.21
   987.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.72  -3.66  -3.58  -3.57  -7.95  -6.57  -7.99  -0.40  -4.99
   882.0000    -4.21  -2.84  -3.43  -3.61  -3.86  -4.21  -1.74  -2.76  -3.82  -3.86  -3.78  -3.69  -3.68  -8.10  -6.69  -8.16  -1.17  -5.31
   559.0000    -4.51  -3.73  -4.01  -4.19  -4.30  -4.51  -2.51  -3.38  -4.33  -4.23  -4.09  -3.98  -3.96  -8.51  -7.00  -8.63  -4.52  -6.47
   658.0000    -4.44  -3.45  -3.83  -4.05  -4.19  -4.44  -2.27  -3.20  -4.20  -4.14  -4.02  -3.91  -3.90  -8.41  -6.93  -8.51  -3.35  -6.11
   334.0000    -4.87  -4.65  -4.71  -4.76  -4.78  -4.87  -3.35  -4.06  -4.85  -4.67  -4.46  -4.31  -4.28  -8.97  -7.38  -9.14  -6.66  -7.53
   919.0000    -4.15  -2.73  -3.35  -3.52  -3.79  -4.15  -1.65  -2.68  -3.73  -3.79  -3.73  -3.64  -3.62  -8.03  -6.63  -8.08  -0.84  -5.17
   695.0000    -4.44  -3.37  -3.79  -4.01  -4.18  -4.44  -2.20  -3.16  -4.18  -4.14  -4.02  -3.92  -3.91  -8.40  -6.93  -8.49  -2.90  -5.99
   295.0000    -4.90  -4.85  -4.85  -4.82  -4.83  -4.90  -3.53  -4.18  -4.91  -4.71  -4.49  -4.34  -4.30  -9.02  -7.41  -9.19  -7.07  -7.77
   575.0000    -4.44  -3.65  -3.94  -4.11  -4.22  -4.44  -2.43  -3.30  -4.25  -4.16  -4.02  -3.91  -3.89  -8.44  -6.93  -8.55  -4.35  -6.38
   523.0000    -4.57  -3.89  -4.13  -4.30  -4.39  -4.57  -2.65  -3.50  -4.42  -4.31  -4.15  -4.03  -4.02  -8.59  -7.07  -8.72  -4.95  -6.65
   312.0000    -4.93  -4.82  -4.84  -4.85  -4.86  -4.93  -3.51  -4.18  -4.94  -4.74  -4.53  -4.37  -4.34  -9.05  -7.44  -9.22  -6.96  -7.72
   929.0000    -4.13  -2.70  -3.33  -3.49  -3.77  -4.13  -1.62  -2.66  -3.71  -3.77  -3.71  -3.62  -3.61  -8.01  -6.62  -8.06  -0.78  -5.14
   965.0000    -4.07  -2.60  -3.26  -3.41  -3.69  -4.07  -1.54  -2.58  -3.63  -3.70  -3.65  -3.56  -3.55  -7.94  -6.55  -7.98  -0.54  -5.02
   570.0000    -4.45  -3.67  -3.96  -4.13  -4.24  -4.45  -2.45  -3.32  -4.26  -4.17  -4.04  -3.92  -3.90  -8.45  -6.95  -8.57  -4.42  -6.40
   898.0000    -4.14  -2.74  -3.35  -3.52  -3.79  -4.14  -1.66  -2.68  -3.73  -3.79  -3.72  -3.63  -3.62  -8.03  -6.63  -8.08  -0.95  -5.20
   680.0000    -4.42  -3.39  -3.79  -4.01  -4.16  -4.42  -2.22  -3.16  -4.16  -4.11  -4.00  -3.89  -3.88  -8.38  -6.91  -8.48  -3.11  -6.03
   990.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.72  -3.67  -3.59  -3.57  -7.95  -6.57  -7.99  -0.39  -4.99
   270.0000    -5.00  -5.08  -5.04  -4.95  -4.94  -5.00  -3.76  -4.35  -5.03  -4.82  -4.60  -4.43  -4.39  -9.13  -7.51  -9.32  -7.43  -8.03
   320.0000    -4.92  -4.77  -4.81  -4.83  -4.84  -4.92  -3.47  -4.15  -4.92  -4.73  -4.52  -4.37  -4.33  -9.03  -7.43  -9.21  -6.87  -7.66
   259.0000    -5.05  -5.20  -5.14  -5.02  -5.01  -5.05  -3.86  -4.44  -5.10  -4.88  -4.65  -4.49  -4.45  -9.19  -7.57  -9.38  -7.60  -8.15
   151.0000    -5.27  -5.85  -5.68  -5.32  -5.28  -5.27  -4.48  -4.88  -5.39  -5.13  -4.87  -4.69  -4.63  -9.46  -7.79  -9.68  -8.44  -8.85
   934.0000    -4.11  -2.68  -3.31  -3.47  -3.74  -4.11  -1.60  -2.63  -3.68  -3.75  -3.69  -3.60  -3.58  -7.99  -6.59  -8.03  -0.73  -5.11
   220.0000    -5.18  -5.54  -5.42  -5.19  -5.15  -5.18  -4.19  -4.68  -5.26  -5.02  -4.78  -4.61  -4.56  -9.34  -7.70  -9.54  -8.12  -8.54
   423.0000    -4.56  -4.10  -4.25  -4.35  -4.42  -4.56  -2.83  -3.60  -4.47  -4.33  -4.15  -4.01  -3.99  -8.62  -7.06  -8.76  -5.74  -6.92
